Timestamp: 12/dez/2018 9:08:35
NumberOfPlayers: 3
PlayerFiveMindset: Random
PlayerFourMindset: Defensive
PlayerOneMindset: Smart
PlayerSixMindset: Random
PlayerThreeMindset: Smart
PlayerTwoMindset: Aggressive


run,tick,RngSeed,finalResut,diceChosen,attackingTerritoryPieces,defendingTerritoryPieces,territoryAmount
3,4590664.0,1544605727245,2,1,2,5,19
3,4590666.0,1544605727245,2,1,2,5,19
3,4590668.0,1544605727245,2,1,2,5,19
3,4590670.0,1544605727245,2,1,2,2,19
3,4590671.0,1544605727245,2,1,2,2,19
3,4590672.0,1544605727245,2,1,2,2,19
3,4590674.0,1544605727245,2,1,2,2,19
3,4590676.0,1544605727245,2,1,2,2,19
3,4590678.0,1544605727245,2,1,2,1,19
3,4590680.0,1544605727245,2,1,2,5,19
3,4590682.0,1544605727245,2,1,2,5,19
3,4590684.0,1544605727245,2,1,2,5,19
3,4590686.0,1544605727245,2,3,3,5,19
3,4590688.0,1544605727245,2,3,3,5,19
3,4590690.0,1544605727245,2,3,3,5,19
3,4590692.0,1544605727245,2,3,3,3,19
3,4590694.0,1544605727245,2,1,2,2,19
3,4590696.0,1544605727245,2,1,2,5,19
3,4590698.0,1544605727245,2,1,2,5,19
3,4590700.0,1544605727245,2,1,2,5,19
3,4590702.0,1544605727245,2,1,2,4,19
3,4590704.0,1544605727245,3,3,4,3,13
3,4590706.0,1544605727245,3,3,4,3,13
3,4590708.0,1544605727245,3,3,4,3,13
3,4590710.0,1544605727245,3,3,4,1,14
3,4590712.0,1544605727245,3,3,3,4,14
3,4590714.0,1544605727245,3,3,3,4,14
3,4590716.0,1544605727245,3,3,3,4,14
3,4590718.0,1544605727245,3,3,3,4,14
3,4590720.0,1544605727245,3,3,3,4,14
3,4590722.0,1544605727245,3,3,3,4,15
3,4590724.0,1544605727245,3,2,3,2,15
3,4590726.0,1544605727245,3,3,3,1,15
3,4590727.0,1544605727245,3,3,3,1,15
3,4590728.0,1544605727245,3,3,3,1,15
3,4590730.0,1544605727245,3,3,3,1,15
3,4590732.0,1544605727245,3,3,3,1,15
3,4590734.0,1544605727245,3,3,5,4,15
3,4590736.0,1544605727245,3,3,5,4,15
3,4590738.0,1544605727245,3,3,5,4,15
3,4590740.0,1544605727245,3,3,4,3,16
3,4590742.0,1544605727245,3,3,4,1,16
3,4590744.0,1544605727245,3,2,3,2,16
3,4590746.0,1544605727245,3,2,3,2,16
3,4590748.0,1544605727245,3,2,3,2,16
3,4590750.0,1544605727245,3,1,2,1,16
3,4590752.0,1544605727245,1,3,3,1,7
3,4590754.0,1544605727245,1,3,3,1,8
3,4590756.0,1544605727245,1,3,3,1,8
3,4590758.0,1544605727245,1,3,2,1,8
3,4590759.0,1544605727245,1,3,2,1,8
3,4590760.0,1544605727245,1,3,2,1,8
3,4590762.0,1544605727245,1,3,2,1,8
3,4590764.0,1544605727245,1,3,2,1,8
3,4590766.0,1544605727245,1,3,3,1,8
3,4590768.0,1544605727245,1,3,3,1,9
3,4590770.0,1544605727245,1,3,3,1,9
3,4590772.0,1544605727245,1,3,3,1,9
3,4590774.0,1544605727245,1,3,3,1,10
3,4590776.0,1544605727245,1,3,3,1,10
3,4590778.0,1544605727245,1,3,3,1,10
3,4590780.0,1544605727245,1,3,3,1,11
3,4590782.0,1544605727245,1,3,3,1,11
3,4590784.0,1544605727245,1,3,3,1,11
3,4590786.0,1544605727245,1,3,3,1,12
3,4590788.0,1544605727245,1,3,3,1,12
3,4590790.0,1544605727245,1,3,2,1,12
3,4590792.0,1544605727245,1,3,2,1,12
3,4590794.0,1544605727245,1,3,2,1,12
3,4590796.0,1544605727245,1,3,2,1,12
3,4590798.0,1544605727245,1,3,2,1,13
3,4590800.0,1544605727245,1,3,2,1,13
3,4590802.0,1544605727245,2,1,2,1,16
3,4590803.0,1544605727245,2,1,2,1,16
3,4590804.0,1544605727245,2,1,2,1,16
3,4590806.0,1544605727245,2,1,2,1,17
3,4590808.0,1544605727245,2,1,2,1,17
3,4590810.0,1544605727245,2,1,2,1,17
3,4590812.0,1544605727245,2,1,2,1,17
3,4590814.0,1544605727245,2,1,2,1,17
3,4590816.0,1544605727245,2,1,2,1,17
3,4590818.0,1544605727245,2,1,2,1,17
3,4590820.0,1544605727245,2,1,2,1,17
3,4590822.0,1544605727245,2,1,2,1,17
3,4590824.0,1544605727245,2,1,2,1,17
3,4590826.0,1544605727245,2,1,2,1,17
3,4590828.0,1544605727245,2,1,2,1,17
3,4590830.0,1544605727245,2,1,2,1,17
3,4590832.0,1544605727245,2,1,2,1,17
3,4590834.0,1544605727245,2,1,2,1,17
3,4590836.0,1544605727245,2,1,2,1,17
3,4590838.0,1544605727245,2,1,2,1,17
3,4590840.0,1544605727245,2,1,2,1,17
3,4590842.0,1544605727245,2,1,2,1,17
3,4590844.0,1544605727245,2,1,2,1,17
3,4590846.0,1544605727245,3,1,2,1,13
3,4590848.0,1544605727245,3,1,2,1,13
3,4590850.0,1544605727245,3,1,2,1,13
3,4590852.0,1544605727245,3,1,2,1,13
3,4590854.0,1544605727245,3,1,2,1,14
3,4590856.0,1544605727245,3,1,2,1,14
3,4590858.0,1544605727245,3,1,2,1,14
3,4590859.0,1544605727245,3,1,2,1,14
3,4590860.0,1544605727245,3,1,2,1,14
3,4590862.0,1544605727245,3,1,2,1,15
3,4590864.0,1544605727245,3,1,2,1,15
3,4590866.0,1544605727245,3,1,2,1,15
3,4590868.0,1544605727245,3,1,2,1,15
3,4590870.0,1544605727245,3,1,2,1,15
3,4590872.0,1544605727245,3,1,2,1,15
3,4590874.0,1544605727245,3,1,2,1,15
3,4590876.0,1544605727245,3,1,2,1,15
3,4590878.0,1544605727245,1,3,2,1,11
3,4590880.0,1544605727245,1,3,2,1,12
3,4590882.0,1544605727245,1,3,2,1,12
3,4590884.0,1544605727245,1,3,2,1,12
3,4590885.0,1544605727245,1,3,2,1,12
3,4590886.0,1544605727245,1,3,2,1,12
3,4590888.0,1544605727245,1,3,2,1,12
3,4590890.0,1544605727245,1,3,2,1,12
3,4590892.0,1544605727245,1,3,2,1,12
3,4590894.0,1544605727245,1,3,2,1,12
3,4590896.0,1544605727245,1,3,2,1,12
3,4590898.0,1544605727245,1,3,2,1,12
3,4590900.0,1544605727245,1,3,2,1,12
3,4590902.0,1544605727245,1,3,2,1,12
3,4590904.0,1544605727245,1,3,2,1,12
3,4590906.0,1544605727245,1,3,2,1,12
3,4590908.0,1544605727245,1,3,2,1,12
3,4590910.0,1544605727245,1,3,2,1,12
3,4590912.0,1544605727245,1,3,2,1,12
3,4590914.0,1544605727245,1,3,2,1,12
3,4590916.0,1544605727245,2,1,2,1,15
3,4590918.0,1544605727245,2,1,2,1,15
3,4590920.0,1544605727245,2,1,2,1,15
3,4590922.0,1544605727245,2,1,2,1,15
3,4590923.0,1544605727245,2,1,2,1,15
3,4590924.0,1544605727245,2,1,2,1,15
3,4590926.0,1544605727245,2,1,2,1,15
3,4590928.0,1544605727245,2,1,2,1,15
3,4590930.0,1544605727245,2,1,2,1,15
3,4590932.0,1544605727245,2,1,2,1,15
3,4590934.0,1544605727245,2,1,2,1,15
3,4590936.0,1544605727245,2,1,2,1,15
3,4590938.0,1544605727245,2,1,2,1,15
3,4590940.0,1544605727245,2,1,2,1,15
3,4590942.0,1544605727245,2,1,2,1,15
3,4590944.0,1544605727245,2,1,2,1,15
3,4590946.0,1544605727245,2,1,2,1,15
3,4590948.0,1544605727245,2,1,2,1,15
3,4590950.0,1544605727245,2,1,2,1,16
3,4590952.0,1544605727245,2,1,2,1,16
3,4590954.0,1544605727245,3,3,3,1,15
3,4590955.0,1544605727245,3,3,3,1,15
3,4590956.0,1544605727245,3,3,3,1,15
3,4590958.0,1544605727245,3,3,3,1,16
3,4590960.0,1544605727245,3,3,3,1,16
3,4590962.0,1544605727245,3,1,2,1,16
3,4590964.0,1544605727245,3,1,2,1,16
3,4590966.0,1544605727245,3,1,2,1,16
3,4590968.0,1544605727245,3,3,3,1,16
3,4590970.0,1544605727245,3,3,3,1,17
3,4590972.0,1544605727245,3,3,3,1,17
3,4590974.0,1544605727245,3,3,3,1,17
3,4590976.0,1544605727245,3,3,3,1,18
3,4590978.0,1544605727245,3,3,3,1,18
3,4590980.0,1544605727245,3,3,3,1,18
3,4590982.0,1544605727245,3,3,3,1,19
3,4590984.0,1544605727245,3,3,3,1,19
3,4590986.0,1544605727245,3,1,2,1,19
3,4590988.0,1544605727245,3,1,2,1,19
3,4590990.0,1544605727245,3,1,2,1,19
3,4590992.0,1544605727245,3,3,3,1,19
3,4590994.0,1544605727245,3,3,3,1,19
3,4590996.0,1544605727245,3,3,3,1,19
3,4590998.0,1544605727245,3,1,2,1,19
3,4591000.0,1544605727245,3,1,2,1,19
3,4591002.0,1544605727245,3,1,2,1,19
3,4591004.0,1544605727245,3,1,2,1,19
3,4591006.0,1544605727245,3,1,2,1,20
3,4591008.0,1544605727245,3,1,2,1,20
3,4591010.0,1544605727245,1,3,2,1,9
3,4591011.0,1544605727245,1,3,2,1,9
3,4591012.0,1544605727245,1,3,2,1,9
3,4591014.0,1544605727245,1,3,2,1,9
3,4591016.0,1544605727245,1,3,2,1,9
3,4591018.0,1544605727245,1,3,2,1,9
3,4591020.0,1544605727245,1,3,2,1,9
3,4591022.0,1544605727245,1,3,2,1,9
3,4591024.0,1544605727245,1,3,2,1,9
3,4591026.0,1544605727245,1,3,2,1,9
3,4591028.0,1544605727245,1,3,2,1,9
3,4591030.0,1544605727245,2,1,2,1,13
3,4591032.0,1544605727245,2,1,2,1,13
3,4591034.0,1544605727245,2,1,2,1,13
3,4591036.0,1544605727245,2,1,2,1,13
3,4591037.0,1544605727245,2,1,2,1,13
3,4591038.0,1544605727245,2,1,2,1,13
3,4591040.0,1544605727245,2,1,2,1,13
3,4591042.0,1544605727245,2,1,2,1,13
3,4591044.0,1544605727245,2,1,2,1,13
3,4591046.0,1544605727245,2,1,2,1,13
3,4591048.0,1544605727245,2,1,2,1,13
3,4591050.0,1544605727245,2,1,2,1,13
3,4591052.0,1544605727245,2,1,2,1,13
3,4591054.0,1544605727245,2,1,2,1,13
3,4591056.0,1544605727245,3,1,2,1,20
3,4591057.0,1544605727245,3,1,2,1,20
3,4591058.0,1544605727245,3,1,2,1,20
3,4591060.0,1544605727245,3,1,2,1,21
3,4591062.0,1544605727245,3,1,2,1,21
3,4591064.0,1544605727245,3,3,3,1,21
3,4591066.0,1544605727245,3,3,3,1,21
3,4591068.0,1544605727245,3,3,3,1,21
3,4591070.0,1544605727245,3,1,2,1,21
3,4591072.0,1544605727245,3,1,2,1,21
3,4591074.0,1544605727245,3,1,2,1,21
3,4591076.0,1544605727245,3,3,3,1,21
3,4591078.0,1544605727245,3,3,3,1,22
3,4591080.0,1544605727245,3,3,3,1,22
3,4591082.0,1544605727245,3,3,3,1,22
3,4591084.0,1544605727245,3,3,3,1,22
3,4591086.0,1544605727245,3,3,3,1,22
3,4591088.0,1544605727245,3,3,3,1,22
3,4591090.0,1544605727245,3,3,3,1,23
3,4591092.0,1544605727245,3,3,3,1,23
3,4591094.0,1544605727245,3,1,2,1,23
3,4591096.0,1544605727245,3,1,2,1,23
3,4591098.0,1544605727245,3,1,2,1,23
3,4591100.0,1544605727245,1,3,2,1,7
3,4591102.0,1544605727245,1,3,2,1,7
3,4591104.0,1544605727245,1,3,2,1,7
3,4591106.0,1544605727245,1,3,2,1,7
3,4591108.0,1544605727245,1,3,2,1,7
3,4591110.0,1544605727245,1,3,2,1,7
3,4591112.0,1544605727245,1,3,2,1,7
3,4591114.0,1544605727245,1,3,2,1,8
3,4591116.0,1544605727245,1,3,2,1,8
3,4591118.0,1544605727245,2,1,2,1,11
3,4591119.0,1544605727245,2,1,2,1,11
3,4591120.0,1544605727245,2,1,2,1,11
3,4591122.0,1544605727245,2,1,2,1,11
3,4591124.0,1544605727245,2,1,2,1,11
3,4591126.0,1544605727245,2,1,2,1,11
3,4591127.0,1544605727245,2,1,2,1,11
3,4591128.0,1544605727245,2,1,2,1,11
3,4591130.0,1544605727245,2,1,2,1,11
3,4591132.0,1544605727245,2,1,2,1,11
3,4591134.0,1544605727245,2,1,2,1,11
3,4591136.0,1544605727245,2,1,2,1,11
3,4591138.0,1544605727245,2,1,2,1,11
3,4591140.0,1544605727245,2,1,2,1,11
3,4591142.0,1544605727245,2,1,2,1,11
3,4591144.0,1544605727245,2,1,2,1,11
3,4591146.0,1544605727245,3,3,3,1,23
3,4591148.0,1544605727245,3,3,3,1,23
3,4591150.0,1544605727245,3,3,3,1,23
3,4591152.0,1544605727245,3,3,3,1,23
3,4591153.0,1544605727245,3,3,3,1,23
3,4591154.0,1544605727245,3,3,3,1,23
3,4591156.0,1544605727245,3,3,3,1,23
3,4591158.0,1544605727245,3,3,3,1,23
3,4591160.0,1544605727245,3,3,3,1,23
3,4591162.0,1544605727245,3,3,3,1,24
3,4591164.0,1544605727245,3,3,3,1,24
3,4591166.0,1544605727245,3,1,2,1,24
3,4591168.0,1544605727245,3,1,2,1,25
3,4591170.0,1544605727245,3,1,2,1,25
3,4591172.0,1544605727245,3,3,3,1,25
3,4591174.0,1544605727245,3,3,3,1,25
3,4591176.0,1544605727245,3,3,3,1,25
3,4591178.0,1544605727245,3,3,3,1,25
3,4591180.0,1544605727245,3,3,3,1,26
3,4591182.0,1544605727245,3,3,3,1,26
3,4591184.0,1544605727245,3,1,2,1,26
3,4591186.0,1544605727245,1,3,3,1,6
3,4591188.0,1544605727245,1,3,3,1,7
3,4591190.0,1544605727245,1,3,3,1,7
3,4591192.0,1544605727245,1,3,2,1,7
3,4591194.0,1544605727245,1,3,2,1,7
3,4591196.0,1544605727245,1,3,2,1,7
3,4591198.0,1544605727245,1,3,2,1,7
3,4591200.0,1544605727245,1,3,2,1,7
3,4591202.0,1544605727245,1,3,2,1,8
3,4591204.0,1544605727245,1,3,2,1,8
3,4591206.0,1544605727245,1,3,2,1,8
3,4591208.0,1544605727245,1,3,2,1,9
3,4591210.0,1544605727245,1,3,2,1,9
3,4591212.0,1544605727245,1,3,2,1,9
3,4591214.0,1544605727245,1,3,2,1,10
3,4591216.0,1544605727245,1,3,2,1,10
3,4591218.0,1544605727245,2,1,2,1,6
3,4591219.0,1544605727245,2,1,2,1,6
3,4591220.0,1544605727245,2,1,2,1,6
3,4591222.0,1544605727245,2,1,2,1,6
3,4591224.0,1544605727245,2,1,2,1,6
3,4591226.0,1544605727245,2,1,2,1,6
3,4591228.0,1544605727245,2,1,2,1,6
3,4591230.0,1544605727245,2,1,2,1,6
3,4591232.0,1544605727245,2,1,2,1,6
3,4591234.0,1544605727245,2,1,2,1,6
4,4693486.0,1544605733023,1,3,3,3,13
4,4693487.0,1544605733023,1,3,3,3,13
4,4693488.0,1544605733023,1,3,3,3,13
4,4693490.0,1544605733023,1,3,3,3,13
4,4693492.0,1544605733023,1,3,3,3,13
4,4693493.0,1544605733023,1,1,2,2,13
4,4693495.0,1544605733023,1,2,5,2,13
4,4693497.0,1544605733023,1,2,5,2,14
4,4693499.0,1544605733023,1,2,5,2,14
4,4693501.0,1544605733023,1,3,3,3,14
4,4693502.0,1544605733023,1,3,3,3,14
4,4693504.0,1544605733023,1,3,3,3,14
4,4693505.0,1544605733023,1,3,3,3,14
4,4693507.0,1544605733023,1,3,4,3,14
4,4693509.0,1544605733023,1,3,4,3,14
4,4693511.0,1544605733023,1,3,4,3,15
4,4693512.0,1544605733023,1,3,4,1,15
4,4693514.0,1544605733023,1,2,3,2,15
4,4693516.0,1544605733023,1,2,3,2,15
4,4693518.0,1544605733023,1,2,3,2,15
4,4693520.0,1544605733023,1,3,4,3,15
4,4693522.0,1544605733023,1,3,4,3,15
4,4693524.0,1544605733023,1,3,4,3,15
4,4693526.0,1544605733023,1,2,3,2,15
4,4693528.0,1544605733023,1,3,3,1,15
4,4693530.0,1544605733023,1,2,3,2,15
4,4693532.0,1544605733023,1,1,2,1,16
4,4693533.0,1544605733023,1,1,2,1,16
4,4693535.0,1544605733023,1,1,2,2,16
4,4693537.0,1544605733023,1,1,2,2,16
4,4693539.0,1544605733023,1,1,2,2,16
4,4693541.0,1544605733023,2,3,4,3,13
4,4693543.0,1544605733023,2,3,4,3,13
4,4693545.0,1544605733023,2,3,4,3,14
4,4693547.0,1544605733023,2,3,4,1,14
4,4693549.0,1544605733023,2,3,4,3,14
4,4693551.0,1544605733023,2,3,4,3,14
4,4693552.0,1544605733023,2,3,4,3,14
4,4693554.0,1544605733023,2,3,3,2,14
4,4693556.0,1544605733023,2,3,3,2,14
4,4693557.0,1544605733023,2,3,2,1,14
4,4693559.0,1544605733023,2,3,3,1,14
4,4693560.0,1544605733023,2,3,3,1,14
4,4693561.0,1544605733023,2,3,3,1,14
4,4693563.0,1544605733023,2,3,3,1,15
4,4693565.0,1544605733023,2,3,3,1,15
4,4693567.0,1544605733023,2,3,4,1,15
4,4693569.0,1544605733023,2,3,4,3,16
4,4693571.0,1544605733023,2,3,4,3,16
4,4693573.0,1544605733023,2,3,5,1,17
4,4693575.0,1544605733023,2,3,4,1,18
4,4693577.0,1544605733023,2,3,5,1,18
4,4693579.0,1544605733023,2,3,4,1,18
4,4693581.0,1544605733023,2,3,4,1,19
4,4693583.0,1544605733023,2,3,4,1,19
4,4693585.0,1544605733023,2,3,3,2,19
4,4693587.0,1544605733023,2,3,3,2,19
4,4693588.0,1544605733023,2,3,3,2,19
4,4693590.0,1544605733023,2,3,3,2,20
4,4693592.0,1544605733023,2,3,3,2,20
4,4693594.0,1544605733023,2,3,3,2,20
4,4693596.0,1544605733023,2,3,3,2,20
4,4693598.0,1544605733023,2,3,3,2,20
4,4693600.0,1544605733023,2,3,3,2,21
4,4693602.0,1544605733023,2,3,3,1,21
4,4693603.0,1544605733023,2,3,2,3,21
4,4693605.0,1544605733023,3,3,3,1,8
4,4693606.0,1544605733023,3,3,3,1,8
4,4693607.0,1544605733023,3,3,3,1,8
4,4693609.0,1544605733023,3,3,3,1,8
4,4693611.0,1544605733023,3,3,3,1,8
4,4693613.0,1544605733023,3,3,3,1,8
4,4693615.0,1544605733023,3,3,3,1,8
4,4693617.0,1544605733023,3,3,3,1,8
4,4693619.0,1544605733023,3,3,3,1,8
4,4693621.0,1544605733023,3,3,3,1,8
4,4693623.0,1544605733023,3,3,3,1,8
4,4693625.0,1544605733023,3,3,3,1,8
4,4693627.0,1544605733023,3,3,3,1,9
4,4693629.0,1544605733023,3,3,3,1,9
4,4693631.0,1544605733023,3,3,3,1,9
4,4693633.0,1544605733023,3,3,3,1,9
4,4693635.0,1544605733023,3,3,3,1,9
4,4693637.0,1544605733023,3,1,2,1,9
4,4693639.0,1544605733023,3,1,2,1,9
4,4693641.0,1544605733023,3,1,2,1,9
4,4693643.0,1544605733023,3,1,2,1,9
4,4693645.0,1544605733023,3,1,2,1,10
4,4693647.0,1544605733023,3,1,2,1,10
4,4693649.0,1544605733023,1,1,2,1,12
4,4693651.0,1544605733023,1,1,2,1,12
4,4693653.0,1544605733023,1,1,2,1,12
4,4693655.0,1544605733023,1,1,2,1,12
4,4693657.0,1544605733023,1,1,2,1,12
4,4693659.0,1544605733023,1,1,2,1,12
4,4693661.0,1544605733023,1,1,2,1,12
4,4693663.0,1544605733023,1,1,2,1,12
4,4693665.0,1544605733023,1,1,2,1,12
4,4693667.0,1544605733023,1,3,3,1,12
4,4693668.0,1544605733023,1,3,3,1,12
4,4693669.0,1544605733023,1,3,3,1,12
4,4693671.0,1544605733023,1,3,3,1,12
4,4693673.0,1544605733023,1,3,3,1,12
4,4693675.0,1544605733023,1,1,2,1,12
4,4693677.0,1544605733023,1,1,2,1,12
4,4693679.0,1544605733023,1,1,2,1,12
4,4693681.0,1544605733023,1,1,2,1,12
4,4693683.0,1544605733023,1,1,2,1,12
4,4693685.0,1544605733023,1,1,2,1,12
4,4693687.0,1544605733023,2,3,3,1,20
4,4693688.0,1544605733023,2,3,3,1,20
4,4693689.0,1544605733023,2,3,3,1,20
4,4693691.0,1544605733023,2,3,3,1,21
4,4693693.0,1544605733023,2,3,3,1,21
4,4693695.0,1544605733023,2,3,2,1,21
4,4693697.0,1544605733023,2,3,2,1,21
4,4693699.0,1544605733023,2,3,2,1,21
4,4693701.0,1544605733023,2,3,2,1,21
4,4693703.0,1544605733023,2,3,2,1,21
4,4693705.0,1544605733023,2,3,2,1,21
4,4693707.0,1544605733023,2,3,2,1,21
4,4693709.0,1544605733023,2,3,2,1,21
4,4693711.0,1544605733023,2,3,2,1,21
4,4693713.0,1544605733023,2,3,2,1,21
4,4693715.0,1544605733023,2,3,2,1,21
4,4693717.0,1544605733023,2,3,2,1,21
4,4693719.0,1544605733023,2,3,3,1,21
4,4693721.0,1544605733023,2,3,3,1,21
4,4693723.0,1544605733023,2,3,3,1,21
4,4693725.0,1544605733023,2,3,2,1,21
4,4693727.0,1544605733023,2,3,2,1,22
4,4693729.0,1544605733023,2,3,2,1,22
4,4693731.0,1544605733023,2,3,2,1,22
4,4693733.0,1544605733023,2,3,2,1,22
4,4693735.0,1544605733023,2,3,2,1,22
4,4693737.0,1544605733023,2,3,2,1,22
4,4693739.0,1544605733023,2,3,2,1,23
4,4693741.0,1544605733023,2,3,2,1,23
4,4693744.0,1544605733023,3,1,2,1,9
4,4693745.0,1544605733023,3,1,2,1,9
4,4693746.0,1544605733023,3,1,2,1,9
4,4693748.0,1544605733023,3,1,2,1,9
4,4693750.0,1544605733023,3,1,2,1,9
4,4693752.0,1544605733023,3,1,2,1,9
4,4693754.0,1544605733023,3,1,2,1,9
4,4693756.0,1544605733023,3,1,2,1,9
4,4693758.0,1544605733023,3,1,2,1,9
4,4693760.0,1544605733023,3,1,2,1,9
4,4693762.0,1544605733023,3,1,2,1,9
4,4693764.0,1544605733023,3,1,2,1,9
4,4693766.0,1544605733023,3,1,2,1,9
4,4693768.0,1544605733023,3,1,2,1,9
4,4693770.0,1544605733023,3,1,2,1,9
4,4693772.0,1544605733023,3,1,2,1,9
4,4693774.0,1544605733023,3,1,2,1,9
4,4693776.0,1544605733023,1,1,2,1,10
4,4693778.0,1544605733023,1,1,2,1,10
4,4693780.0,1544605733023,1,1,2,1,10
4,4693782.0,1544605733023,1,1,2,1,10
4,4693784.0,1544605733023,1,1,2,1,10
4,4693786.0,1544605733023,1,1,2,1,10
4,4693788.0,1544605733023,1,1,2,1,10
4,4693790.0,1544605733023,1,1,2,1,11
4,4693792.0,1544605733023,1,1,2,1,11
4,4693794.0,1544605733023,1,1,2,1,11
4,4693796.0,1544605733023,1,1,2,1,11
4,4693798.0,1544605733023,1,1,2,1,11
4,4693800.0,1544605733023,1,1,2,1,11
4,4693802.0,1544605733023,1,1,2,1,12
4,4693804.0,1544605733023,1,1,2,1,12
4,4693806.0,1544605733023,1,1,2,1,12
4,4693808.0,1544605733023,1,1,2,1,12
4,4693810.0,1544605733023,1,1,2,1,12
4,4693812.0,1544605733023,2,3,3,1,21
4,4693813.0,1544605733023,2,3,3,1,21
4,4693814.0,1544605733023,2,3,3,1,21
4,4693816.0,1544605733023,2,3,3,1,22
4,4693818.0,1544605733023,2,3,3,1,22
4,4693820.0,1544605733023,2,3,3,1,22
4,4693821.0,1544605733023,2,3,3,1,22
4,4693822.0,1544605733023,2,3,3,1,22
4,4693824.0,1544605733023,2,3,3,1,23
4,4693826.0,1544605733023,2,3,3,1,23
4,4693828.0,1544605733023,2,3,2,1,23
4,4693830.0,1544605733023,2,3,2,1,24
4,4693832.0,1544605733023,2,3,2,1,24
4,4693834.0,1544605733023,2,3,2,1,24
4,4693836.0,1544605733023,2,3,2,1,24
4,4693838.0,1544605733023,2,3,2,1,24
4,4693840.0,1544605733023,2,3,2,1,24
4,4693842.0,1544605733023,2,3,2,1,25
4,4693844.0,1544605733023,2,3,2,1,25
4,4693846.0,1544605733023,2,3,2,1,25
4,4693848.0,1544605733023,2,3,2,1,25
4,4693850.0,1544605733023,2,3,2,1,25
4,4693852.0,1544605733023,2,3,2,1,25
4,4693854.0,1544605733023,2,3,2,1,25
4,4693856.0,1544605733023,2,3,2,1,25
4,4693858.0,1544605733023,2,3,2,1,25
4,4693860.0,1544605733023,2,3,2,1,25
4,4693862.0,1544605733023,2,3,2,1,25
4,4693864.0,1544605733023,2,3,2,1,25
4,4693866.0,1544605733023,2,3,2,1,26
4,4693868.0,1544605733023,2,3,2,1,26
4,4693870.0,1544605733023,3,3,3,1,6
4,4693871.0,1544605733023,3,3,3,1,6
4,4693872.0,1544605733023,3,3,3,1,6
4,4693874.0,1544605733023,3,3,3,1,7
4,4693876.0,1544605733023,3,3,3,1,7
4,4693878.0,1544605733023,3,1,2,1,7
4,4693880.0,1544605733023,3,1,2,1,7
4,4693882.0,1544605733023,3,1,2,1,7
4,4693884.0,1544605733023,3,1,2,1,7
4,4693886.0,1544605733023,3,1,2,1,7
4,4693888.0,1544605733023,3,1,2,1,7
4,4693890.0,1544605733023,3,1,2,1,7
4,4693892.0,1544605733023,3,1,2,1,7
4,4693894.0,1544605733023,3,1,2,1,7
4,4693896.0,1544605733023,1,1,2,1,10
4,4693898.0,1544605733023,1,1,2,1,11
4,4693900.0,1544605733023,1,1,2,1,11
4,4693902.0,1544605733023,1,1,2,1,11
4,4693904.0,1544605733023,1,1,2,1,11
4,4693906.0,1544605733023,1,1,2,1,11
4,4693908.0,1544605733023,1,1,2,1,11
4,4693910.0,1544605733023,1,1,2,1,11
4,4693912.0,1544605733023,1,1,2,1,11
4,4693914.0,1544605733023,2,3,3,1,24
4,4693915.0,1544605733023,2,3,3,1,24
4,4693916.0,1544605733023,2,3,3,1,24
4,4693918.0,1544605733023,2,3,3,1,24
4,4693920.0,1544605733023,2,3,3,1,24
4,4693922.0,1544605733023,2,3,3,1,24
4,4693924.0,1544605733023,2,3,3,1,25
4,4693926.0,1544605733023,2,3,3,1,25
4,4693928.0,1544605733023,2,3,3,1,25
4,4693930.0,1544605733023,2,3,3,1,26
4,4693932.0,1544605733023,2,3,3,1,26
4,4693934.0,1544605733023,2,3,2,1,26
4,4693935.0,1544605733023,2,3,2,1,26
4,4693936.0,1544605733023,2,3,2,1,26
4,4693938.0,1544605733023,2,3,2,1,26
4,4693940.0,1544605733023,2,3,2,1,26
4,4693942.0,1544605733023,2,3,2,1,26
4,4693944.0,1544605733023,2,3,2,1,26
4,4693946.0,1544605733023,2,3,2,1,26
4,4693948.0,1544605733023,2,3,3,1,26
4,4693950.0,1544605733023,2,3,3,1,26
4,4693952.0,1544605733023,2,3,3,1,26
4,4693954.0,1544605733023,2,3,3,1,26
4,4693956.0,1544605733023,2,3,3,1,27
4,4693958.0,1544605733023,2,3,3,1,27
4,4693960.0,1544605733023,2,3,3,1,27
4,4693962.0,1544605733023,2,3,3,1,28
4,4693964.0,1544605733023,2,3,3,1,28
4,4693966.0,1544605733023,2,3,2,1,28
4,4693968.0,1544605733023,2,3,2,1,28
4,4693970.0,1544605733023,2,3,2,1,28
4,4693972.0,1544605733023,2,3,2,1,28
4,4693974.0,1544605733023,2,3,2,1,28
4,4693976.0,1544605733023,2,3,2,1,28
4,4693978.0,1544605733023,2,3,2,1,28
4,4693980.0,1544605733023,2,3,2,1,29
4,4693982.0,1544605733023,2,3,2,1,29
4,4693985.0,1544605733023,3,3,4,1,4
4,4693986.0,1544605733023,3,3,4,1,4
4,4693987.0,1544605733023,3,3,4,1,4
4,4693989.0,1544605733023,3,3,4,1,5
4,4693991.0,1544605733023,3,3,4,1,5
4,4693993.0,1544605733023,3,3,3,1,5
4,4693995.0,1544605733023,3,3,3,1,6
4,4693997.0,1544605733023,3,3,3,1,6
4,4693999.0,1544605733023,3,1,2,1,6
4,4694001.0,1544605733023,3,1,2,1,6
4,4694003.0,1544605733023,3,1,2,1,6
